model,field,group,n,positives,negatives,prevalence,threshold,tp,fn,fp,tn,sensitivity,specificity,ppv,npv,accuracy,roc_auc,average_precision,brier,mean_score,No Rejection,Antibody-mediated Rejection,T cell-mediated Rejection,Mixed Rejection,miss_rate,false_flag_rate,miss_wilson_lower,miss_wilson_upper,false_flag_wilson_lower,false_flag_wilson_upper
single_gene_IFNG,Date,20211203,42,21,21,0.5,0.5207579856992155,19,2,8,13,0.9047619047619048,0.6190476190476191,0.7037037037037037,0.8666666666666667,0.7619047619047619,0.8956916099773242,0.8692332946755768,0.15989639115228743,0.626674722135099,21,8,11,2,0.09523809523809523,0.38095238095238093,0.02651876743807452,0.2891413907391826,0.20751011368564493,0.5912134622488425
single_gene_IFNG,Date,20211210,45,24,21,0.5333333333333333,0.5207579856992155,23,1,7,14,0.9583333333333334,0.6666666666666666,0.7666666666666667,0.9333333333333333,0.8222222222222222,0.8551587301587302,0.7939176981433755,0.15150763867641753,0.6136130720732436,21,7,15,2,0.041666666666666664,0.3333333333333333,0.0073934561655057685,0.20241806478655938,0.17194752605083477,0.5462654802574476
single_gene_IFNG,Date,20211216,47,28,19,0.5957446808510638,0.5207579856992155,27,1,4,15,0.9642857142857143,0.7894736842105263,0.8709677419354839,0.9375,0.8936170212765957,0.9417293233082707,0.9613249532768086,0.11487747475140288,0.6429423620132547,19,8,15,5,0.03571428571428571,0.21052631578947367,0.0063325198490377516,0.1771219774335332,0.08507676632916253,0.43334278443814167
single_gene_IFNG,Date,20211221,34,6,28,0.17647058823529413,0.5207579856992155,4,2,12,16,0.6666666666666666,0.5714285714285714,0.25,0.8888888888888888,0.5882352941176471,0.5892857142857142,0.3133594374973685,0.3254371928408519,0.5585181635029353,28,4,2,0,0.3333333333333333,0.42857142857142855,0.09677141110578041,0.700006684861608,0.26508547124123694,0.6092921437253123
single_gene_IFNG,CartridgeID,V20211130-G001-1,11,6,5,0.5454545454545454,0.5207579856992155,5,1,2,3,0.8333333333333334,0.6,0.7142857142857143,0.75,0.7272727272727273,0.9,0.9305555555555556,0.1555266072983832,0.6277708977448225,5,2,3,1,0.16666666666666666,0.4,0.030053369748306635,0.5635028221864702,0.11762077423264783,0.769275718723987
single_gene_IFNG,CartridgeID,V20211130-G002-2,11,6,5,0.5454545454545454,0.5207579856992155,4,2,3,2,0.6666666666666666,0.4,0.5714285714285714,0.5,0.5454545454545454,0.6333333333333333,0.7041666666666666,0.26358259920416555,0.6038845396856144,5,2,3,1,0.3333333333333333,0.6,0.09677141110578041,0.700006684861608,0.2307242812760128,0.882379225767352
single_gene_IFNG,CartridgeID,V20211130-G003-3,11,5,6,0.45454545454545453,0.5207579856992155,5,0,3,3,1.0,0.5,0.625,1.0,0.7272727272727273,0.8,0.7961904761904761,0.2198786622000245,0.6520014873381276,6,2,3,0,0.0,0.5,0.0,0.43448246478317476,0.1876163064826506,0.8123836935173494
single_gene_IFNG,CartridgeID,V20211130-G004-4,12,7,5,0.5833333333333334,0.5207579856992155,7,0,5,0,1.0,0.0,0.5833333333333334,,0.5833333333333334,0.9714285714285715,0.982142857142857,0.20924213395896515,0.789228255927232,5,2,4,1,0.0,1.0,5.551115123125783e-17,0.35433043506668743,0.5655175352168251,1.0
single_gene_IFNG,CartridgeID,V20211201-G011-1,11,5,6,0.45454545454545453,0.5207579856992155,5,0,2,4,1.0,0.6666666666666666,0.7142857142857143,1.0,0.8181818181818182,0.8333333333333334,0.71,0.1646208448290386,0.6173857579137902,6,2,3,0,0.0,0.3333333333333333,0.0,0.43448246478317476,0.09677141110578041,0.700006684861608
single_gene_IFNG,CartridgeID,V20211201-G012-2,10,5,5,0.5,0.5207579856992155,5,0,4,1,1.0,0.2,0.5555555555555556,1.0,0.6,0.7200000000000001,0.7544444444444445,0.26687641860661804,0.7289298101116058,5,1,3,1,0.0,0.8,0.0,0.43448246478317476,0.37553462976252533,0.9637758913675698
single_gene_IFNG,CartridgeID,V20211201-G013-3,11,5,6,0.45454545454545453,0.5207579856992155,5,0,4,2,1.0,0.3333333333333333,0.5555555555555556,1.0,0.6363636363636364,0.8666666666666667,0.81,0.2144273690391292,0.6970518751817777,6,2,3,0,0.0,0.6666666666666666,0.0,0.43448246478317476,0.299993315138392,0.9032285888942195
single_gene_IFNG,CartridgeID,V20211201-G014-4,11,6,5,0.5454545454545454,0.5207579856992155,6,0,2,3,1.0,0.6,0.75,1.0,0.8181818181818182,0.8666666666666667,0.9107142857142856,0.19334856770642456,0.7239022230599648,5,1,4,1,0.0,0.4,2.7755575615628914e-17,0.3903342879021653,0.11762077423264783,0.769275718723987
single_gene_IFNG,CartridgeID,V20211202-G007-1,10,4,6,0.4,0.5207579856992155,4,0,2,4,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8,0.7500000000000001,0.6083333333333333,0.2201100579493776,0.5853270780547357,6,2,2,0,0.0,0.3333333333333333,0.0,0.4898908364545973,0.09677141110578041,0.700006684861608
single_gene_IFNG,CartridgeID,V20211202-G008-2,12,7,5,0.5833333333333334,0.5207579856992155,7,0,4,1,1.0,0.2,0.6363636363636364,1.0,0.6666666666666666,0.9714285714285715,0.982142857142857,0.15848754628069203,0.7480544821259792,5,2,4,1,0.0,0.8,5.551115123125783e-17,0.35433043506668743,0.37553462976252533,0.9637758913675698
single_gene_IFNG,CartridgeID,V20211202-G009-3,10,4,6,0.4,0.5207579856992155,4,0,5,1,1.0,0.16666666666666666,0.4444444444444444,1.0,0.5,0.9166666666666667,0.9166666666666666,0.2783538487944316,0.7421684035440225,6,1,3,0,0.0,0.8333333333333334,0.0,0.4898908364545973,0.43649717781352987,0.9699466302516935
single_gene_IFNG,CartridgeID,V20211202-G010-4,11,6,5,0.5454545454545454,0.5207579856992155,6,0,3,2,1.0,0.4,0.6666666666666666,1.0,0.7272727272727273,0.8666666666666667,0.8734126984126983,0.1760515949366975,0.7018090425180282,5,2,4,0,0.0,0.6,2.7755575615628914e-17,0.3903342879021653,0.2307242812760128,0.882379225767352
single_gene_IFNG,CartridgeID,V20211203-G005-1,9,3,6,0.3333333333333333,0.5207579856992155,3,0,1,5,1.0,0.8333333333333334,0.75,1.0,0.8888888888888888,0.888888888888889,0.8055555555555556,0.12609441101793709,0.47260902569659297,6,2,1,0,0.0,0.16666666666666666,5.551115123125783e-17,0.5614970317550454,0.030053369748306635,0.5635028221864702
single_gene_IFNG,CartridgeID,V20211203-G006-2,10,6,4,0.6,0.5207579856992155,5,1,3,1,0.8333333333333334,0.25,0.625,0.5,0.6,0.7083333333333334,0.786111111111111,0.1995895330536249,0.7285008971286779,4,2,3,1,0.16666666666666666,0.75,0.030053369748306635,0.5635028221864702,0.30064184258240184,0.9544127391902995
single_gene_IFNG,CartridgeID,V20211203-G015-3,11,5,6,0.45454545454545453,0.5207579856992155,5,0,2,4,1.0,0.6666666666666666,0.7142857142857143,1.0,0.8181818181818182,1.0,1.0,0.14268625649208355,0.6136402999444278,6,2,3,0,0.0,0.3333333333333333,0.0,0.43448246478317476,0.09677141110578041,0.700006684861608
single_gene_IFNG,CartridgeID,V20211203-G016-4,12,7,5,0.5833333333333334,0.5207579856992155,6,1,2,3,0.8571428571428571,0.6,0.75,0.75,0.75,0.8857142857142857,0.9240362811791383,0.16794621477378927,0.6693170689774454,5,2,4,1,0.14285714285714285,0.4,0.02567962434474355,0.5131278292743189,0.11762077423264783,0.769275718723987
single_gene_IFNG,CartridgeID,V20211209-G017-1,11,5,6,0.45454545454545453,0.5207579856992155,3,2,2,4,0.6,0.6666666666666666,0.6,0.6666666666666666,0.6363636363636364,0.8,0.8444444444444443,0.16947565262391076,0.4999491481554084,6,2,2,1,0.4,0.3333333333333333,0.11762077423264783,0.769275718723987,0.09677141110578041,0.700006684861608
single_gene_IFNG,CartridgeID,V20211209-G018-2,12,7,5,0.5833333333333334,0.5207579856992155,7,0,0,5,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.0805133797864145,0.6345487684233898,5,2,4,1,0.0,0.0,5.551115123125783e-17,0.35433043506668743,0.0,0.43448246478317476
single_gene_IFNG,CartridgeID,V20211209-G019-3,11,5,6,0.45454545454545453,0.5207579856992155,2,3,2,4,0.4,0.6666666666666666,0.5,0.5714285714285714,0.5454545454545454,0.6333333333333333,0.5787301587301587,0.23188747186991393,0.5251152535058055,6,2,3,0,0.6,0.3333333333333333,0.2307242812760128,0.882379225767352,0.09677141110578041,0.700006684861608
single_gene_IFNG,CartridgeID,V20211209-G020-4,12,7,5,0.5833333333333334,0.5207579856992155,7,0,1,4,1.0,0.8,0.875,1.0,0.9166666666666666,0.9142857142857144,0.9379251700680271,0.0948199066152227,0.6295346875564943,5,2,4,1,0.0,0.2,5.551115123125783e-17,0.35433043506668743,0.03622410863243014,0.6244653702374747
single_gene_IFNG,CartridgeID,V20211210-G021-1,11,5,6,0.45454545454545453,0.5207579856992155,4,1,2,4,0.8,0.6666666666666666,0.6666666666666666,0.8,0.7272727272727273,0.7333333333333334,0.6295238095238095,0.19245329814665207,0.5205104469865044,6,2,3,0,0.2,0.3333333333333333,0.03622410863243014,0.6244653702374747,0.09677141110578041,0.700006684861608
single_gene_IFNG,CartridgeID,V20211210-G022-2,11,6,5,0.5454545454545454,0.5207579856992155,6,0,2,3,1.0,0.6,0.75,1.0,0.8181818181818182,0.8666666666666667,0.8734126984126983,0.11921928558149766,0.6100487550075934,5,1,4,1,0.0,0.4,2.7755575615628914e-17,0.3903342879021653,0.11762077423264783,0.769275718723987
single_gene_IFNG,CartridgeID,V20211210-G023-3,11,6,5,0.5454545454545454,0.5207579856992155,6,0,1,4,1.0,0.8,0.8571428571428571,1.0,0.9090909090909091,0.8333333333333334,0.8178571428571427,0.16245870130865264,0.6441001830671138,5,2,4,0,0.0,0.2,2.7755575615628914e-17,0.3903342879021653,0.03622410863243014,0.6244653702374747
single_gene_IFNG,CartridgeID,V20211210-G024-4,12,7,5,0.5833333333333334,0.5207579856992155,7,0,2,3,1.0,0.6,0.7777777777777778,1.0,0.8333333333333334,0.9714285714285715,0.982142857142857,0.13353330041949682,0.6742779173018859,5,2,4,1,0.0,0.4,5.551115123125783e-17,0.35433043506668743,0.11762077423264783,0.769275718723987
single_gene_IFNG,CartridgeID,V20211219-G025-1,11,6,5,0.5454545454545454,0.5207579856992155,5,1,1,4,0.8333333333333334,0.8,0.8333333333333334,0.8,0.8181818181818182,0.8666666666666667,0.9166666666666665,0.16461066269223948,0.57756998033042,5,2,3,1,0.16666666666666666,0.2,0.030053369748306635,0.5635028221864702,0.03622410863243014,0.6244653702374747
single_gene_IFNG,CartridgeID,V20211219-G026-2,12,8,4,0.6666666666666666,0.5207579856992155,8,0,1,3,1.0,0.75,0.8888888888888888,1.0,0.9166666666666666,0.9375,0.9704861111111112,0.11622884100821756,0.6939243958382123,4,2,4,2,0.0,0.25,0.0,0.32440756488388023,0.04558726080970055,0.6993581574175981
single_gene_IFNG,CartridgeID,V20211219-G027-3,12,7,5,0.5833333333333334,0.5207579856992155,7,0,2,3,1.0,0.6,0.7777777777777778,1.0,0.8333333333333334,0.9714285714285715,0.982142857142857,0.10921276936411477,0.657503981881059,5,2,4,1,0.0,0.4,5.551115123125783e-17,0.35433043506668743,0.11762077423264783,0.769275718723987
single_gene_IFNG,CartridgeID,V20211219-G028-4,12,7,5,0.5833333333333334,0.5207579856992155,7,0,0,5,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.07360205826944274,0.6373233915297584,5,2,4,1,0.0,0.0,5.551115123125783e-17,0.35433043506668743,0.0,0.43448246478317476
single_gene_IFNG,CartridgeID,V20211221-G029-1,12,3,9,0.25,0.5207579856992155,2,1,2,7,0.6666666666666666,0.7777777777777778,0.5,0.875,0.75,0.7037037037037037,0.6111111111111112,0.20990947685388092,0.49106417107664785,9,2,1,0,0.3333333333333333,0.2222222222222222,0.06149194472039621,0.7923403991979522,0.06322510711784671,0.5474110308930111
single_gene_IFNG,CartridgeID,V20211221-G030-2,11,2,9,0.18181818181818182,0.5207579856992155,1,1,4,5,0.5,0.5555555555555556,0.2,0.8333333333333334,0.5454545454545454,0.7222222222222222,0.6428571428571428,0.29981204475385925,0.5091424001251301,9,1,1,0,0.5,0.4444444444444444,0.09453120573423074,0.9054687942657693,0.18877852109766452,0.733348706504507
single_gene_IFNG,CartridgeID,V20211221-G031-3,11,1,10,0.09090909090909091,0.5207579856992155,1,0,6,4,1.0,0.4,0.14285714285714285,1.0,0.45454545454545453,0.4,0.14285714285714285,0.4770925765499946,0.6814801004366902,10,1,0,0,0.0,0.6,0.0,0.7934506856227626,0.31267376973365824,0.8318196702937638
single_gene_IFNG,ScannerID,2010C0748,345,169,176,0.48985507246376814,0.5207579856992155,155,14,75,101,0.9171597633136095,0.5738636363636364,0.6739130434782609,0.8782608695652174,0.7420289855072464,0.8424220010758472,0.7943738195631976,0.18505666654702646,0.6361132025168996,176,56,95,18,0.08284023668639054,0.42613636363636365,0.049985852761349,0.13423764915740352,0.3554229333262941,0.5000052856700691
training_prevalence,Date,20211130,91,48,43,0.5274725274725275,0.5,48,0,43,0,1.0,0.0,0.5274725274725275,,0.5274725274725275,0.5,0.5274725274725275,0.2670046734376722,0.6607369758576873,43,16,26,6,0.0,1.0,6.938893903907228e-18,0.07410012966611748,0.9179901967742088,1.0
training_prevalence,Date,20211201,43,21,22,0.4883720930232558,0.5,21,0,22,0,1.0,0.0,0.4883720930232558,,0.4883720930232558,0.5,0.4883720930232558,0.27957444461386755,0.6607369758576875,22,6,13,2,0.0,1.0,0.0,0.154639018924847,0.8513451253913791,1.0
training_prevalence,Date,20211202,43,21,22,0.4883720930232558,0.5,21,0,22,0,1.0,0.0,0.4883720930232558,,0.4883720930232558,0.5,0.4883720930232558,0.27957444461386755,0.6607369758576875,22,7,13,1,0.0,1.0,0.0,0.154639018924847,0.8513451253913791,1.0
training_prevalence,Date,20211203,42,21,21,0.5,0.5,21,0,21,0,1.0,0.0,0.5,,0.5,0.5,0.5,0.2758363754078748,0.6607369758576874,21,8,11,2,0.0,1.0,0.0,0.154639018924847,0.8453609810751531,1.0
training_prevalence,Date,20211210,45,24,21,0.5333333333333333,0.5,24,0,21,0,1.0,0.0,0.5333333333333333,,0.5333333333333333,0.5,0.5333333333333333,0.2651205770173623,0.6607369758576875,21,7,15,2,0.0,1.0,1.3877787807814457e-17,0.13797620467498017,0.8453609810751531,1.0
training_prevalence,Date,20211216,47,28,19,0.5957446808510638,0.5,28,0,19,0,1.0,0.0,0.5957446808510638,,0.5957446808510638,0.5,0.5957446808510638,0.24505695449895593,0.6607369758576875,19,8,15,5,0.0,1.0,1.3877787807814457e-17,0.12064330476584563,0.8318207759473837,1.0
training_prevalence,Date,20211221,34,6,28,0.17647058823529413,0.5,6,0,28,0,1.0,0.0,0.17647058823529413,,0.17647058823529413,0.5,0.17647058823529413,0.3798426539040255,0.6607369758576874,28,4,2,0,0.0,1.0,2.7755575615628914e-17,0.3903342879021653,0.8793566952341543,0.9999999999999998
training_prevalence,CartridgeID,V20211130-G001-1,11,6,5,0.5454545454545454,0.5,6,0,5,0,1.0,0.0,0.5454545454545454,,0.5454545454545454,0.5,0.5454545454545454,0.26122392305717596,0.6607369758576873,5,2,3,1,0.0,1.0,2.7755575615628914e-17,0.3903342879021653,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211130-G002-2,11,6,5,0.5454545454545454,0.5,6,0,5,0,1.0,0.0,0.5454545454545454,,0.5454545454545454,0.5,0.5454545454545454,0.26122392305717596,0.6607369758576873,5,2,3,1,0.0,1.0,2.7755575615628914e-17,0.3903342879021653,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211130-G003-3,11,5,6,0.45454545454545453,0.5,5,0,6,0,1.0,0.0,0.45454545454545453,,0.45454545454545453,0.5,0.45454545454545453,0.29044882775857367,0.6607369758576873,6,2,3,0,0.0,1.0,0.0,0.43448246478317476,0.6096657120978346,1.0
training_prevalence,CartridgeID,V20211130-G004-4,12,7,5,0.5833333333333334,0.5,7,0,5,0,1.0,0.0,0.5833333333333334,,0.5833333333333334,0.5,0.5833333333333334,0.24904687943159357,0.6607369758576873,5,2,4,1,0.0,1.0,5.551115123125783e-17,0.35433043506668743,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211201-G011-1,11,5,6,0.45454545454545453,0.5,5,0,6,0,1.0,0.0,0.45454545454545453,,0.45454545454545453,0.5,0.45454545454545453,0.29044882775857367,0.6607369758576873,6,2,3,0,0.0,1.0,0.0,0.43448246478317476,0.6096657120978346,1.0
training_prevalence,CartridgeID,V20211201-G012-2,10,5,5,0.5,0.5,5,0,5,0,1.0,0.0,0.5,,0.5,0.5,0.5,0.2758363754078748,0.6607369758576873,5,1,3,1,0.0,1.0,0.0,0.43448246478317476,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211201-G013-3,11,5,6,0.45454545454545453,0.5,5,0,6,0,1.0,0.0,0.45454545454545453,,0.45454545454545453,0.5,0.45454545454545453,0.29044882775857367,0.6607369758576873,6,2,3,0,0.0,1.0,0.0,0.43448246478317476,0.6096657120978346,1.0
training_prevalence,CartridgeID,V20211201-G014-4,11,6,5,0.5454545454545454,0.5,6,0,5,0,1.0,0.0,0.5454545454545454,,0.5454545454545454,0.5,0.5454545454545454,0.26122392305717596,0.6607369758576873,5,1,4,1,0.0,1.0,2.7755575615628914e-17,0.3903342879021653,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211202-G007-1,10,4,6,0.4,0.5,4,0,6,0,1.0,0.0,0.4,,0.4,0.5,0.4,0.3079837705794123,0.6607369758576873,6,2,2,0,0.0,1.0,0.0,0.4898908364545973,0.6096657120978346,1.0
training_prevalence,CartridgeID,V20211202-G008-2,12,7,5,0.5833333333333334,0.5,7,0,5,0,1.0,0.0,0.5833333333333334,,0.5833333333333334,0.5,0.5833333333333334,0.24904687943159354,0.6607369758576873,5,2,4,1,0.0,1.0,5.551115123125783e-17,0.35433043506668743,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211202-G009-3,10,4,6,0.4,0.5,4,0,6,0,1.0,0.0,0.4,,0.4,0.5,0.4,0.3079837705794123,0.6607369758576873,6,1,3,0,0.0,1.0,0.0,0.4898908364545973,0.6096657120978346,1.0
training_prevalence,CartridgeID,V20211202-G010-4,11,6,5,0.5454545454545454,0.5,6,0,5,0,1.0,0.0,0.5454545454545454,,0.5454545454545454,0.5,0.5454545454545454,0.26122392305717596,0.6607369758576873,5,2,4,0,0.0,1.0,2.7755575615628914e-17,0.3903342879021653,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211203-G005-1,9,3,6,0.3333333333333333,0.5,3,0,6,0,1.0,0.0,0.3333333333333333,,0.3333333333333333,0.5,0.3333333333333333,0.3294153673604373,0.6607369758576874,6,2,1,0,0.0,1.0,5.551115123125783e-17,0.5614970317550454,0.6096657120978346,1.0
training_prevalence,CartridgeID,V20211203-G006-2,10,6,4,0.6,0.5,6,0,4,0,1.0,0.0,0.6,,0.6,0.5,0.6,0.24368898023633728,0.6607369758576873,4,2,3,1,0.0,1.0,2.7755575615628914e-17,0.3903342879021653,0.5101091635454027,1.0
training_prevalence,CartridgeID,V20211203-G015-3,11,5,6,0.45454545454545453,0.5,5,0,6,0,1.0,0.0,0.45454545454545453,,0.45454545454545453,0.5,0.45454545454545453,0.29044882775857367,0.6607369758576873,6,2,3,0,0.0,1.0,0.0,0.43448246478317476,0.6096657120978346,1.0
training_prevalence,CartridgeID,V20211203-G016-4,12,7,5,0.5833333333333334,0.5,7,0,5,0,1.0,0.0,0.5833333333333334,,0.5833333333333334,0.5,0.5833333333333334,0.24904687943159354,0.6607369758576873,5,2,4,1,0.0,1.0,5.551115123125783e-17,0.35433043506668743,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211209-G017-1,11,5,6,0.45454545454545453,0.5,5,0,6,0,1.0,0.0,0.45454545454545453,,0.45454545454545453,0.5,0.45454545454545453,0.2904488277585736,0.6607369758576873,6,2,2,1,0.0,1.0,0.0,0.43448246478317476,0.6096657120978346,1.0
training_prevalence,CartridgeID,V20211209-G018-2,12,7,5,0.5833333333333334,0.5,7,0,5,0,1.0,0.0,0.5833333333333334,,0.5833333333333334,0.5,0.5833333333333334,0.24904687943159357,0.6607369758576873,5,2,4,1,0.0,1.0,5.551115123125783e-17,0.35433043506668743,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211209-G019-3,11,5,6,0.45454545454545453,0.5,5,0,6,0,1.0,0.0,0.45454545454545453,,0.45454545454545453,0.5,0.45454545454545453,0.29044882775857367,0.6607369758576873,6,2,3,0,0.0,1.0,0.0,0.43448246478317476,0.6096657120978346,1.0
training_prevalence,CartridgeID,V20211209-G020-4,12,7,5,0.5833333333333334,0.5,7,0,5,0,1.0,0.0,0.5833333333333334,,0.5833333333333334,0.5,0.5833333333333334,0.24904687943159354,0.6607369758576873,5,2,4,1,0.0,1.0,5.551115123125783e-17,0.35433043506668743,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211210-G021-1,11,5,6,0.45454545454545453,0.5,5,0,6,0,1.0,0.0,0.45454545454545453,,0.45454545454545453,0.5,0.45454545454545453,0.29044882775857367,0.6607369758576873,6,2,3,0,0.0,1.0,0.0,0.43448246478317476,0.6096657120978346,1.0
training_prevalence,CartridgeID,V20211210-G022-2,11,6,5,0.5454545454545454,0.5,6,0,5,0,1.0,0.0,0.5454545454545454,,0.5454545454545454,0.5,0.5454545454545454,0.26122392305717596,0.6607369758576873,5,1,4,1,0.0,1.0,2.7755575615628914e-17,0.3903342879021653,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211210-G023-3,11,6,5,0.5454545454545454,0.5,6,0,5,0,1.0,0.0,0.5454545454545454,,0.5454545454545454,0.5,0.5454545454545454,0.26122392305717596,0.6607369758576873,5,2,4,0,0.0,1.0,2.7755575615628914e-17,0.3903342879021653,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211210-G024-4,12,7,5,0.5833333333333334,0.5,7,0,5,0,1.0,0.0,0.5833333333333334,,0.5833333333333334,0.5,0.5833333333333334,0.24904687943159354,0.6607369758576873,5,2,4,1,0.0,1.0,5.551115123125783e-17,0.35433043506668743,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211219-G025-1,11,6,5,0.5454545454545454,0.5,6,0,5,0,1.0,0.0,0.5454545454545454,,0.5454545454545454,0.5,0.5454545454545454,0.26122392305717596,0.6607369758576873,5,2,3,1,0.0,1.0,2.7755575615628914e-17,0.3903342879021653,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211219-G026-2,12,8,4,0.6666666666666666,0.5,8,0,4,0,1.0,0.0,0.6666666666666666,,0.6666666666666666,0.5,0.6666666666666666,0.22225738345531232,0.6607369758576873,4,2,4,2,0.0,1.0,0.0,0.32440756488388023,0.5101091635454027,1.0
training_prevalence,CartridgeID,V20211219-G027-3,12,7,5,0.5833333333333334,0.5,7,0,5,0,1.0,0.0,0.5833333333333334,,0.5833333333333334,0.5,0.5833333333333334,0.24904687943159354,0.6607369758576873,5,2,4,1,0.0,1.0,5.551115123125783e-17,0.35433043506668743,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211219-G028-4,12,7,5,0.5833333333333334,0.5,7,0,5,0,1.0,0.0,0.5833333333333334,,0.5833333333333334,0.5,0.5833333333333334,0.24904687943159357,0.6607369758576873,5,2,4,1,0.0,1.0,5.551115123125783e-17,0.35433043506668743,0.5655175352168251,1.0
training_prevalence,CartridgeID,V20211221-G029-1,12,3,9,0.25,0.5,3,0,9,0,1.0,0.0,0.25,,0.25,0.5,0.25,0.35620486333671847,0.6607369758576873,9,2,1,0,0.0,1.0,5.551115123125783e-17,0.5614970317550454,0.7008549515804559,1.0
training_prevalence,CartridgeID,V20211221-G030-2,11,2,9,0.18181818181818182,0.5,2,0,9,0,1.0,0.0,0.18181818181818182,,0.18181818181818182,0.5,0.18181818181818182,0.3781235418627668,0.6607369758576873,9,1,1,0,0.0,1.0,0.0,0.6576197724933469,0.7008549515804559,1.0
training_prevalence,CartridgeID,V20211221-G031-3,11,1,10,0.09090909090909091,0.5,1,0,10,0,1.0,0.0,0.09090909090909091,,0.09090909090909091,0.5,0.09090909090909091,0.4073484465641645,0.6607369758576873,10,1,0,0,0.0,1.0,0.0,0.7934506856227626,0.7224672001371107,0.9999999999999999
training_prevalence,ScannerID,2010C0748,345,169,176,0.48985507246376814,0.5,169,0,176,0,1.0,0.0,0.48985507246376814,,0.48985507246376814,0.5,0.48985507246376814,0.2790977053528134,0.6607369758576873,176,56,95,18,0.0,1.0,0.0,0.022225332087015413,0.9786397483323124,1.0
